Geneid,Chr,Start,End,Strand,Length,DRR318288,DRR318289,DRR318290,DRR318291,DRR318292,DRR318293,DRR318294,DRR318295,DRR318296,DRR318297,DRR318298,DRR318299
aten_0.1.m1.23155,Sc0000066,1023769,1024485,+,717,0,0,0,0,0,0,1,0,0,0,1,0
aten_0.1.m1.23156,Sc0000066,1032851,1038202,+,5352,59,181,31,47,34,31,49,26,35,213,155,212
aten_0.1.m1.23157,Sc0000066,999710,1000153,-,444,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23159,Sc0000066,1014439,1014959,+,521,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23160,Sc0000066,1088496,1108059,-,19564,3177,3612,3413,5366,4675,3807,3660,3477,4411,5725,5205,4305
aten_0.1.m1.23161,Sc0000066,1170989,1171813,-,825,5,0,2,0,6,2,1,6,7,0,0,2
aten_0.1.m1.23163,Sc0000066,1171861,1172199,-,339,1,2,0,1,1,0,0,1,3,0,1,0
aten_0.1.m1.23164,Sc0000066,1143292,1151366,-,8075,103,106,74,163,68,75,116,72,87,84,66,60
aten_0.1.m1.23166,Sc0000066,1166224,1166406,-,183,0,1,1,0,3,0,0,0,0,0,0,0
aten_0.1.m1.23167,Sc0000066,1164597,1165160,-,564,0,0,0,0,2,0,5,0,1,0,0,4
aten_0.1.m1.23168,Sc0000066,1211164,1221059,+,9896,1899,2350,2776,2618,2059,1921,1800,1931,1263,957,1161,857
aten_0.1.m1.23169,Sc0000066,1194340,1194714,+,375,3,4,17,20,3,19,4,5,1,8,12,7
aten_0.1.m1.23170,Sc0000066,1195201,1205713,+,10513,419,391,502,696,662,787,639,922,362,412,490,288
aten_0.1.m1.23171,Sc0000066,1187547,1194253,+,6707,391,565,936,447,197,253,179,162,420,320,606,265
aten_0.1.m1.23172,Sc0000066,1179522,1183483,-,3962,146,96,49,129,60,76,88,48,129,183,44,95
aten_0.1.m1.23173,Sc0000066,1328446,1330004,+,1559,19,103,84,50,7,24,34,1,5,21,42,22
aten_0.1.m1.23174,Sc0000066,1331451,1332625,+,1175,14,335,160,53,4,138,222,2,1,1,294,406
aten_0.1.m1.23175,Sc0000066,1283111,1328415,-,45305,2322,3628,4067,3388,1884,2221,2157,1833,1914,2159,2381,1932
aten_0.1.m1.23176,Sc0000066,1409355,1410900,+,1546,0,0,0,0,0,0,0,0,0,0,3,0
aten_0.1.m1.23178,Sc0000066,1418330,1419500,+,1171,1,0,4,0,2,0,0,1,1,0,8,0
aten_0.1.m1.23179,Sc0000066,1434930,1455398,+,20469,90,104,91,45,50,27,89,32,58,72,87,65
aten_0.1.m1.23180,Sc0000066,1435882,1436922,-,1041,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23182,Sc0000066,1393820,1402424,-,8605,62,50,166,102,32,20,38,15,31,46,51,20
aten_0.1.m1.23184,Sc0000066,1374586,1380830,-,6245,75,84,198,56,95,84,104,10,5,32,195,121
aten_0.1.m1.23185,Sc0000066,1514420,1517173,+,2754,0,0,1,2,0,2,0,0,0,0,0,1
aten_0.1.m1.23188,Sc0000066,1558922,1561662,+,2741,3,0,0,3,4,0,0,1,4,0,2,0
aten_0.1.m1.23192,Sc0000066,1568837,1569416,+,580,0,2,0,0,0,4,0,0,0,2,2,0
aten_0.1.m1.23195,Sc0000066,1614550,1614759,+,210,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23196,Sc0000066,1658673,1667055,+,8383,2,0,5,9,5,2,4,9,0,1,0,3
aten_0.1.m1.23197,Sc0000066,1588697,1590659,-,1963,9,7,5,7,2,3,13,5,4,0,3,2
aten_0.1.m1.23198,Sc0000066,1604843,1610323,-,5481,0,15,2,0,0,1,1,0,0,0,0,0
aten_0.1.m1.23199,Sc0000066,1663346,1668378,-,5033,0,1,2,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23200,Sc0000066,1672832,1673737,-,906,5,2,1,8,14,0,0,1,0,2,9,12
aten_0.1.m1.23201,Sc0000066,1614356,1624379,-,10024,49,48,64,5,2,7,23,31,3,3,22,0
aten_0.1.m1.23202,Sc0000066,1668926,1671905,-,2980,1,7,12,0,16,3,19,15,2,3,1,4
aten_0.1.m1.23203,Sc0000066,1641028,1641779,+,752,2,6,0,0,0,0,0,0,1,0,0,0
aten_0.1.m1.23204,Sc0000066,1764386,1784146,+,19761,6532,8318,7792,9079,5840,7113,6031,4711,7651,7560,8793,6208
aten_0.1.m1.23207,Sc0000066,1676742,1678195,+,1454,0,1,2,0,0,2,0,0,0,0,0,0
aten_0.1.m1.23208,Sc0000066,1680713,1688860,+,8148,10,30,49,50,2,23,21,8,6,46,25,15
aten_0.1.m1.23212,Sc0000066,1735250,1742817,-,7568,66,165,143,31,38,109,19,5,87,32,176,0
aten_0.1.m1.23214,Sc0000066,1744324,1744689,-,366,4,0,2,1,0,3,4,2,0,3,2,1
aten_0.1.m1.23217,Sc0000066,1797296,1798601,+,1306,0,3,0,2,0,2,0,0,0,0,0,0
aten_0.1.m1.23218,Sc0000066,1825471,1826040,+,570,0,7,5,0,0,4,0,0,2,0,0,0
aten_0.1.m1.23220,Sc0000066,1787375,1790281,-,2907,5,15,4,4,24,1,19,7,3,3,7,10
aten_0.1.m1.23222,Sc0000066,1804963,1805295,-,333,0,1,1,2,0,0,0,0,0,0,2,0
aten_0.1.m1.23224,Sc0000066,1811075,1819645,-,8571,536,885,227,1437,206,267,407,170,537,974,503,865
aten_0.1.m1.23226,Sc0000066,1848425,1851699,-,3275,12,16,7,12,12,14,19,13,11,11,7,3
aten_0.1.m1.23227,Sc0000066,1831998,1834529,-,2532,0,0,0,0,0,0,0,1,0,0,0,0
aten_0.1.m1.23228,Sc0000066,1834729,1835103,-,375,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23230,Sc0000066,1836315,1836899,-,585,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23231,Sc0000066,1932013,1940492,+,8480,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23232,Sc0000066,2002488,2004122,+,1635,67,78,35,64,84,78,65,48,137,131,152,177
aten_0.1.m1.23233,Sc0000066,1968230,1977057,+,8828,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23235,Sc0000066,1962211,1966963,+,4753,133,107,114,135,141,95,162,125,235,224,209,188
aten_0.1.m1.23236,Sc0000066,1966911,1972155,-,5245,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23237,Sc0000066,1992317,1992886,-,570,21,33,29,27,42,22,56,32,39,43,32,49
aten_0.1.m1.23238,Sc0000066,1991568,1992266,-,699,31,27,35,25,47,31,29,27,29,44,63,29
aten_0.1.m1.23239,Sc0000066,1923037,1941315,-,18279,640,660,656,832,559,585,491,492,976,878,902,823
aten_0.1.m1.23241,Sc0000066,1911608,1912162,-,555,0,0,0,0,0,0,1,0,0,1,1,3
aten_0.1.m1.23242,Sc0000066,1955552,1959268,+,3717,8,4,12,3,4,2,2,6,9,10,8,10
aten_0.1.m1.23245,Sc0000066,1951368,1951815,+,448,12,32,44,32,3,14,3,18,21,10,39,9
aten_0.1.m1.23247,Sc0000067,4390,4692,-,303,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23248,Sc0000067,54185,61346,-,7162,78,104,102,136,43,48,34,30,126,140,148,58
aten_0.1.m1.23249,Sc0000067,102363,104315,+,1953,5,8,16,2,14,3,0,19,8,7,8,10
aten_0.1.m1.23250,Sc0000067,122678,123466,+,789,0,6,2,0,3,0,0,4,7,2,0,6
aten_0.1.m1.23251,Sc0000067,105806,106282,+,477,1,15,5,3,14,4,6,4,7,7,1,20
aten_0.1.m1.23252,Sc0000067,154098,173499,+,19402,51,53,85,52,40,26,26,81,87,15,53,68
aten_0.1.m1.23254,Sc0000067,77339,80982,-,3644,6,4,4,8,4,10,8,6,10,9,22,6
aten_0.1.m1.23255,Sc0000067,76836,77146,-,311,2,3,0,0,1,4,0,2,1,2,0,0
aten_0.1.m1.23256,Sc0000067,76163,76513,-,351,9,16,9,11,12,3,0,15,7,5,3,12
aten_0.1.m1.23257,Sc0000067,164256,169208,-,4953,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23259,Sc0000067,81047,93822,-,12776,84,1348,101,123,432,682,83,375,860,994,195,156
aten_0.1.m1.23260,Sc0000067,140918,142770,-,1853,15,20,4,9,14,10,3,14,24,8,15,14
aten_0.1.m1.23261,Sc0000067,104356,105126,+,771,0,8,6,2,10,2,1,5,8,6,2,16
aten_0.1.m1.23262,Sc0000067,123573,124135,+,563,0,5,0,0,0,0,0,2,7,2,0,14
aten_0.1.m1.23265,Sc0000067,250472,252569,+,2098,0,4,9,2,0,2,6,8,2,0,1,8
aten_0.1.m1.23266,Sc0000067,216789,217823,-,1035,0,1,1,0,0,0,2,8,1,0,0,0
aten_0.1.m1.23267,Sc0000067,255741,257535,-,1795,6,0,8,4,2,0,4,0,1,0,2,2
aten_0.1.m1.23268,Sc0000067,257584,258150,-,567,5,4,2,0,0,3,2,0,2,4,0,0
aten_0.1.m1.23270,Sc0000067,224098,224721,-,624,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23271,Sc0000067,237977,238553,-,577,3,0,1,6,0,0,0,0,0,0,0,0
aten_0.1.m1.23272,Sc0000067,244089,244393,-,305,0,2,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23274,Sc0000067,376629,379419,+,2791,1,3,0,1,5,0,1,4,7,0,3,3
aten_0.1.m1.23276,Sc0000067,295930,298116,-,2187,10,6,6,2,0,2,9,0,0,1,2,2
aten_0.1.m1.23277,Sc0000067,284656,287193,-,2538,4,2,1,4,2,0,0,2,2,0,0,3
aten_0.1.m1.23278,Sc0000067,350228,351195,-,968,0,0,0,0,0,8,2,0,0,0,0,0
aten_0.1.m1.23279,Sc0000067,308849,309354,-,506,0,2,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23280,Sc0000067,426650,456051,+,29402,1944,2219,2454,2613,1924,2293,2163,1704,2183,2544,2739,1990
aten_0.1.m1.23281,Sc0000067,455937,476563,-,20627,3089,3044,3828,3006,2455,2657,2982,1961,3694,2978,4750,3585
aten_0.1.m1.23284,Sc0000067,544755,546025,+,1271,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23285,Sc0000067,485203,494944,+,9742,1333,1784,1768,1584,1183,1214,1135,1035,813,792,710,475
aten_0.1.m1.23286,Sc0000067,523953,529457,-,5505,114,55,98,114,27,27,105,21,18,22,46,42
aten_0.1.m1.23287,Sc0000067,494932,506911,-,11980,2162,2182,2049,2232,1477,1650,1596,1279,1960,1882,2184,1355
aten_0.1.m1.23289,Sc0000067,579807,582428,-,2622,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23290,Sc0000067,648310,656919,+,8610,243,401,238,116,164,150,130,152,30,122,337,185
aten_0.1.m1.23291,Sc0000067,617108,617976,+,869,3,3,7,1,4,3,2,0,4,8,5,2
aten_0.1.m1.23292,Sc0000067,571313,589696,+,18384,329,310,311,166,422,412,491,448,437,621,650,557
aten_0.1.m1.23294,Sc0000067,630815,632460,-,1646,10,13,12,3,14,3,2,7,15,9,13,21
aten_0.1.m1.23295,Sc0000067,661066,662166,+,1101,4,1,8,12,4,4,8,4,0,0,10,8
aten_0.1.m1.23296,Sc0000067,751346,754069,+,2724,0,0,0,0,0,0,0,1,3,0,0,1
aten_0.1.m1.23297,Sc0000067,737637,738836,+,1200,157,38,150,10,4,83,4,83,107,3,85,64
aten_0.1.m1.23298,Sc0000067,752063,755051,-,2989,0,0,1,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23300,Sc0000067,709198,718100,-,8903,11,47,18,1,20,13,7,25,21,24,11,20
aten_0.1.m1.23301,Sc0000067,708174,708644,-,471,0,8,4,1,0,0,0,0,2,0,0,2
aten_0.1.m1.23302,Sc0000067,785389,785979,-,591,1,0,0,0,0,0,5,0,0,0,2,0
aten_0.1.m1.23303,Sc0000067,698990,699346,-,357,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23306,Sc0000067,695427,696364,-,938,3,2,0,0,3,2,1,0,4,0,3,2
aten_0.1.m1.23307,Sc0000067,784943,785357,-,415,0,0,0,0,0,0,0,0,0,0,0,1
aten_0.1.m1.23309,Sc0000067,873841,875780,+,1940,48,13,38,21,12,23,16,7,11,13,35,54
aten_0.1.m1.23310,Sc0000067,859463,861180,+,1718,2,12,26,32,7,6,7,6,14,5,0,11
aten_0.1.m1.23312,Sc0000067,847350,849094,+,1745,3,2,10,4,1,1,0,3,4,0,0,2
aten_0.1.m1.23314,Sc0000067,801915,816119,+,14205,43,17,15,12,16,33,14,12,38,27,36,31
aten_0.1.m1.23315,Sc0000067,819970,820921,+,952,2,0,3,3,2,0,3,2,5,2,8,1
aten_0.1.m1.23316,Sc0000067,786496,798535,+,12040,30,64,30,15,22,14,21,30,29,18,26,5
aten_0.1.m1.23317,Sc0000067,823200,825168,-,1969,26,2,13,26,1,1,7,6,10,14,7,2
aten_0.1.m1.23320,Sc0000067,876419,877925,-,1507,25,6,17,15,0,3,4,1,10,15,4,5
aten_0.1.m1.23321,Sc0000067,950414,951022,-,609,0,2,7,0,4,3,2,0,0,2,1,0
aten_0.1.m1.23322,Sc0000067,892037,894632,-,2596,13,11,29,14,15,6,10,11,10,6,10,7
aten_0.1.m1.23323,Sc0000067,970083,986091,-,16009,49,111,100,29,60,47,47,44,60,75,40,44
aten_0.1.m1.23325,Sc0000067,916099,922184,-,6086,10,22,8,4,15,3,12,7,3,4,7,2
aten_0.1.m1.23326,Sc0000067,932394,933968,-,1575,0,2,2,0,0,0,2,0,0,0,0,0
aten_0.1.m1.23328,Sc0000067,997551,999415,+,1865,29,11,17,6,18,0,5,3,7,22,24,16
aten_0.1.m1.23329,Sc0000067,1039594,1050429,+,10836,31,101,5,173,89,25,58,19,29,19,13,0
aten_0.1.m1.23330,Sc0000067,1064831,1071877,+,7047,9,2,13,1,6,4,10,15,13,4,0,0
aten_0.1.m1.23331,Sc0000067,1002562,1012074,+,9513,4,18,33,0,16,2,21,14,27,18,15,6
aten_0.1.m1.23332,Sc0000067,1073389,1075796,-,2408,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23333,Sc0000067,1048311,1052571,-,4261,8,6,2,12,23,6,15,17,10,2,2,3
aten_0.1.m1.23334,Sc0000067,1072799,1073218,-,420,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23335,Sc0000067,988557,993358,-,4802,17,9,12,2,9,7,10,13,6,2,4,6
aten_0.1.m1.23338,Sc0000067,1161275,1164987,-,3713,212,837,27,414,248,178,94,300,463,242,83,306
aten_0.1.m1.23339,Sc0000067,1172640,1173140,-,501,5,0,0,9,7,11,2,5,4,6,1,0
aten_0.1.m1.23341,Sc0000067,1085038,1100316,-,15279,25,60,57,4,47,16,15,35,65,31,27,35
aten_0.1.m1.23344,Sc0000067,1151470,1152201,+,732,0,11,0,2,0,0,2,0,6,0,0,0
aten_0.1.m1.23346,Sc0000067,1218922,1224949,+,6028,19,46,31,10,20,19,22,30,26,25,19,7
aten_0.1.m1.23347,Sc0000067,1203733,1204935,+,1203,6,16,12,6,0,24,15,3,13,24,15,2
aten_0.1.m1.23348,Sc0000067,1246821,1249680,+,2860,9,9,5,7,12,3,3,7,7,12,4,1
aten_0.1.m1.23349,Sc0000067,1256586,1261789,+,5204,284,1109,55,63,901,200,251,663,794,358,264,493
aten_0.1.m1.23351,Sc0000067,1189668,1197935,+,8268,77,70,51,92,54,66,40,31,30,57,46,38
aten_0.1.m1.23352,Sc0000067,1204951,1218132,+,13182,61,92,80,31,29,74,50,70,92,36,58,26
aten_0.1.m1.23354,Sc0000067,1268211,1269072,-,862,13,17,33,14,8,6,11,13,0,11,17,6
aten_0.1.m1.23356,Sc0000067,1198008,1198961,+,954,2,5,5,7,6,0,4,2,2,4,0,0
aten_0.1.m1.23357,Sc0000067,1314264,1318349,+,4086,108,200,256,91,75,72,81,73,79,37,53,73
aten_0.1.m1.23358,Sc0000067,1333163,1349877,+,16715,2117,2195,2047,3661,1940,1981,3463,1988,1957,2078,1966,1471
aten_0.1.m1.23361,Sc0000067,1300677,1306410,+,5734,407,1107,286,633,573,587,282,543,777,905,366,384
aten_0.1.m1.23362,Sc0000067,1307008,1308846,+,1839,1,3,0,1,16,13,3,3,4,2,0,1
aten_0.1.m1.23363,Sc0000067,1380535,1382888,-,2354,165,147,120,191,88,28,198,93,89,96,124,64
aten_0.1.m1.23364,Sc0000067,1319559,1329951,-,10393,1409,1408,1485,1631,936,958,956,906,1681,1550,1576,1166
aten_0.1.m1.23365,Sc0000067,1356894,1378271,-,21378,1200,1668,1457,1464,993,895,888,934,1086,1437,1348,866
aten_0.1.m1.23366,Sc0000067,1295444,1300891,-,5448,0,0,0,0,7,7,0,5,1,2,2,0
aten_0.1.m1.23367,Sc0000067,1291127,1295337,-,4211,120,206,194,149,137,108,73,95,62,31,28,36
aten_0.1.m1.23369,Sc0000067,1288344,1289652,-,1309,79,99,122,78,75,60,41,46,34,6,17,24
aten_0.1.m1.23370,Sc0000067,1440284,1444171,+,3888,13,24,25,24,14,21,39,16,18,24,24,7
aten_0.1.m1.23372,Sc0000067,1392312,1403505,+,11194,352,928,578,633,585,583,250,597,396,499,223,179
aten_0.1.m1.23373,Sc0000067,1443912,1478617,-,34706,26179,34317,27617,31988,26549,28551,26773,23717,57070,55268,53154,48136
aten_0.1.m1.23374,Sc0000067,1405159,1437832,-,32674,2847,2762,2729,3010,2778,2356,3668,2360,3267,3159,4089,2649
aten_0.1.m1.23375,Sc0000067,1555094,1558571,+,3478,0,0,0,1,0,0,0,0,0,0,0,0
aten_0.1.m1.23376,Sc0000067,1479612,1506187,+,26576,2338,2726,2714,2410,1438,1438,1873,1225,2987,2918,3143,2546
aten_0.1.m1.23378,Sc0000067,1512525,1515950,-,3426,0,0,0,2,0,0,0,0,0,0,0,0
aten_0.1.m1.23379,Sc0000067,1577038,1579518,-,2481,0,1,0,3,2,0,0,1,0,0,0,0
aten_0.1.m1.23380,Sc0000067,1527922,1550223,-,22302,4329,5565,5009,4357,3333,4135,4071,3293,4751,6279,4430,3764
aten_0.1.m1.23381,Sc0000067,1573589,1574239,-,651,22,25,7,62,6,8,4,6,11,11,11,1
aten_0.1.m1.23383,Sc0000067,1587995,1591422,+,3428,0,0,0,1,0,0,0,0,0,0,0,0
aten_0.1.m1.23384,Sc0000067,1655536,1662061,+,6526,1768,1774,1635,1052,1526,2674,2468,1257,6676,7384,8323,6041
aten_0.1.m1.23385,Sc0000067,1599036,1612805,+,13770,542,568,557,631,214,348,253,285,467,531,444,312
aten_0.1.m1.23386,Sc0000067,1620729,1641771,+,21043,3260,2718,3793,3255,1948,2034,2719,1762,1990,2134,3904,3208
aten_0.1.m1.23388,Sc0000067,1673393,1677489,-,4097,10667,13300,13119,12794,18600,18650,20328,16534,27122,24215,27601,28007
aten_0.1.m1.23389,Sc0000067,1595638,1599832,-,4195,1751,1725,1579,1551,1205,1467,1453,1116,1448,1526,1688,1429
aten_0.1.m1.23390,Sc0000067,1643877,1652194,-,8318,662,572,572,767,328,384,438,263,748,933,1116,734
aten_0.1.m1.23391,Sc0000067,1678825,1689577,+,10753,755,395,772,241,157,183,637,175,392,379,862,775
aten_0.1.m1.23392,Sc0000067,1731267,1735186,+,3920,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23393,Sc0000067,1757400,1760794,+,3395,1,0,3,2,1,1,15,4,0,3,0,3
aten_0.1.m1.23395,Sc0000067,1687724,1707151,-,19428,81,34,37,88,21,22,92,38,53,26,24,23
aten_0.1.m1.23396,Sc0000067,1731623,1737958,-,6336,27,8,4,49,6,26,13,3,8,19,44,8
aten_0.1.m1.23406,Sc0000067,1972418,1973434,+,1017,0,2,3,1,1,0,0,2,0,1,1,1
aten_0.1.m1.23407,Sc0000067,1946263,1947571,+,1309,1,0,0,2,0,0,0,0,0,0,0,0
aten_0.1.m1.23408,Sc0000067,1867315,1875801,+,8487,4,6,5,55,17,13,2,10,6,5,0,1
aten_0.1.m1.23411,Sc0000068,4844,19749,+,14906,140,176,184,38,118,131,94,119,86,53,109,62
aten_0.1.m1.23412,Sc0000068,26009,35579,+,9571,1,0,29,4,9,3,6,1,8,6,5,1
aten_0.1.m1.23413,Sc0000068,37205,39703,+,2499,1,2,0,0,1,1,0,0,0,1,2,0
aten_0.1.m1.23415,Sc0000068,41680,87032,+,45353,22,39,27,38,28,60,15,45,29,26,70,53
aten_0.1.m1.23416,Sc0000068,108637,109458,+,822,1,0,38,239,13,6,0,0,18,158,2,12
aten_0.1.m1.23417,Sc0000068,106737,107291,+,555,69,27,29,99,0,11,11,0,15,103,24,28
aten_0.1.m1.23418,Sc0000068,109413,115639,-,6227,72,33,479,351,22,33,21,21,35,444,35,46
aten_0.1.m1.23422,Sc0000068,199767,208416,+,8650,8,5,0,0,0,0,2,0,0,1,2,0
aten_0.1.m1.23423,Sc0000068,224882,227285,+,2404,0,5,19,2,10,9,13,9,5,3,0,4
aten_0.1.m1.23424,Sc0000068,217890,222466,+,4577,0,4,538,441,0,2,5,0,0,11,1,2
aten_0.1.m1.23425,Sc0000068,137208,171622,+,34415,14,35,31,37,13,19,10,9,10,4,16,9
aten_0.1.m1.23426,Sc0000068,172355,183256,+,10902,14,29,23,5,14,26,14,26,22,5,19,18
aten_0.1.m1.23427,Sc0000068,212650,215140,+,2491,31,45,55,45,55,0,35,19,8,4,3,0
aten_0.1.m1.23428,Sc0000068,238574,239812,-,1239,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23429,Sc0000068,232241,238432,-,6192,0,0,0,0,0,0,1,0,0,0,0,0
aten_0.1.m1.23430,Sc0000068,251130,254026,+,2897,0,1,6,6,2,7,1,3,1,3,0,0
aten_0.1.m1.23431,Sc0000068,254499,302701,+,48203,284,361,423,249,331,245,280,232,188,170,268,131
aten_0.1.m1.23432,Sc0000068,358936,360061,+,1126,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23433,Sc0000068,315355,321939,+,6585,10,6,2,5,0,2,0,0,0,6,14,3
aten_0.1.m1.23435,Sc0000068,352124,353557,-,1434,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23437,Sc0000068,327471,337480,-,10010,31,31,16,25,9,30,18,16,20,10,22,17
aten_0.1.m1.23442,Sc0000068,469417,471452,-,2036,55,51,0,63,67,67,31,35,121,19,79,72
aten_0.1.m1.23443,Sc0000068,404161,404769,-,609,4,2,0,0,0,6,0,0,0,0,0,0
aten_0.1.m1.23444,Sc0000068,410805,411663,-,859,0,0,0,0,0,0,1,0,2,0,6,2
aten_0.1.m1.23445,Sc0000068,455727,457955,-,2229,30,37,0,27,27,18,39,17,70,0,53,27
aten_0.1.m1.23446,Sc0000068,422019,430787,-,8769,685,197,8,1049,90,504,177,419,806,635,577,693
aten_0.1.m1.23447,Sc0000068,380595,390026,-,9432,5,5,4,6,5,4,19,8,2,4,5,7
aten_0.1.m1.23449,Sc0000068,391685,396601,-,4917,1,0,8,0,0,1,4,1,0,4,0,0
aten_0.1.m1.23451,Sc0000068,536689,549270,+,12582,7,18,19,16,12,6,8,9,10,15,13,10
aten_0.1.m1.23452,Sc0000068,551712,563951,-,12240,0,2,4,0,2,0,2,1,2,6,0,4
aten_0.1.m1.23453,Sc0000068,499568,537499,-,37932,26,3,95,17,35,36,55,41,60,26,83,5
aten_0.1.m1.23454,Sc0000068,543952,545897,-,1946,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23457,Sc0000068,673881,679155,-,5275,34,29,55,3,23,23,27,24,38,57,38,55
aten_0.1.m1.23458,Sc0000068,686034,726321,+,40288,315,378,504,62,217,239,140,192,79,100,66,62
aten_0.1.m1.23461,Sc0000068,754893,758765,-,3873,38,33,226,12,27,37,20,26,62,37,27,123
aten_0.1.m1.23462,Sc0000068,744024,747278,-,3255,1,2,5,3,2,0,2,1,7,0,2,3
aten_0.1.m1.23463,Sc0000068,762059,763456,-,1398,1,1,11,0,1,2,8,2,6,19,3,1
aten_0.1.m1.23466,Sc0000068,768641,781449,+,12809,19,26,390,81,13,13,15,20,21,58,12,24
aten_0.1.m1.23467,Sc0000068,813330,824023,+,10694,27,47,133,142,8,16,12,16,11,81,13,10
aten_0.1.m1.23468,Sc0000068,854424,873531,-,19108,18,47,303,38,20,18,51,17,32,38,29,23
aten_0.1.m1.23469,Sc0000068,798413,806284,-,7872,11,4,28,2,11,5,8,9,22,55,17,17
aten_0.1.m1.23470,Sc0000068,795234,798390,-,3157,5,8,7,4,4,6,8,5,15,16,6,8
aten_0.1.m1.23471,Sc0000068,835663,836114,-,452,0,0,0,0,0,0,0,0,1,0,0,0
aten_0.1.m1.23473,Sc0000068,961919,964459,-,2541,49,48,36,452,33,29,294,14,505,569,434,52
aten_0.1.m1.23474,Sc0000068,925221,929154,-,3934,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23475,Sc0000068,977764,984134,-,6371,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23476,Sc0000068,975975,977195,-,1221,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23478,Sc0000068,1019089,1029433,+,10345,398,533,390,422,435,327,435,509,295,396,254,322
aten_0.1.m1.23479,Sc0000068,997627,1013052,+,15426,138,144,333,279,130,134,283,181,1049,724,1302,327
aten_0.1.m1.23480,Sc0000068,964534,996065,+,31532,829,1499,961,1012,876,602,867,680,1133,893,1298,930
aten_0.1.m1.23481,Sc0000068,883112,940912,+,57801,448,466,373,539,310,253,335,295,234,240,169,83
aten_0.1.m1.23482,Sc0000068,940928,962614,+,21687,293,372,260,250,191,218,204,144,382,208,328,256
aten_0.1.m1.23483,Sc0000068,1028699,1055401,-,26703,7,19,11,53,35,15,3,18,84,178,110,156
aten_0.1.m1.23485,Sc0000068,1163326,1177739,+,14414,1229,1453,1859,1783,820,660,679,666,1523,1379,1321,1275
aten_0.1.m1.23486,Sc0000068,1156029,1158411,+,2383,414,519,418,416,231,221,265,210,476,375,437,423
aten_0.1.m1.23488,Sc0000068,1117082,1119057,+,1976,91,118,193,35,2,8,9,16,4,1,5,6
aten_0.1.m1.23489,Sc0000068,1058211,1102993,-,44783,5538,6835,8392,7202,6181,6790,6677,5440,3533,2459,3224,2483
aten_0.1.m1.23490,Sc0000068,1131840,1136028,-,4189,73,85,85,4,39,54,41,33,67,161,48,177
aten_0.1.m1.23491,Sc0000068,1151327,1155979,-,4653,477,475,549,664,232,209,317,179,469,620,454,440
aten_0.1.m1.23493,Sc0000068,1160513,1161364,-,852,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23494,Sc0000068,1161389,1162551,-,1163,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23495,Sc0000068,1136122,1136541,-,420,0,0,0,0,0,0,0,0,0,0,0,1
aten_0.1.m1.23496,Sc0000068,1136586,1137050,-,465,0,1,0,0,1,0,0,0,2,0,0,0
aten_0.1.m1.23497,Sc0000068,1178174,1189008,+,10835,722,757,775,853,378,369,434,311,611,565,513,584
aten_0.1.m1.23498,Sc0000068,1241942,1246054,+,4113,405,607,615,604,569,605,672,535,1303,1389,982,1057
aten_0.1.m1.23499,Sc0000068,1225085,1235702,+,10618,1645,1942,2227,1910,1315,1306,1311,1240,1651,1935,1780,1302
aten_0.1.m1.23501,Sc0000068,1222328,1224539,-,2212,257,363,401,471,88,103,174,67,459,439,433,361
aten_0.1.m1.23502,Sc0000068,1245344,1265262,-,19919,2125,2472,2656,2850,1973,1804,2064,1616,2806,3517,3182,2916
